sa2_code,sa2_name,state_name,remoteness,remoteness_score,analysis_year,sa4_name,gccsa_name,coping_capacity,adaptive_capacity,andri,social_character,economic_capital,planning_build_environment,emergency_services,information_access,govt_leadership,community_social_engagement,community_capital,andri_quartile,coping_capacity_quartile,adaptive_capacity_quartile,lga_names
305031122,Clayfield,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6156,0.7401,0.7595,0.5308,0.7346,0.3197,0.4647,0.6180,0.7999,0.5642,0.7576,H75,MC,HA,Brisbane
309081259,Clear Island Waters,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6608,0.7070,0.7597,0.4447,0.7505,0.8878,0.4112,0.6066,0.7051,0.6528,0.5544,H75,MC,HA,Gold Coast
312011339,Clermont,QLD,Remote,4,2024,Mackay,Rest of Qld,0.4662,0.4609,0.4876,0.7578,0.5383,0.5966,0.4189,0.1288,0.5146,0.4482,0.5437,L25,LC,LA,Isaac
301021007,Cleveland,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6438,0.5087,0.6090,0.4430,0.8134,0.5890,0.3766,0.5997,0.5388,0.5096,0.6768,M50,MC,MA,Redland
306011139,Clifton Beach - Kewarra Beach,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5651,0.5664,0.6098,0.6154,0.7407,0.7181,0.4507,0.5949,0.5662,0.5854,0.2636,M50,MC,MA,Cairns
307031184,Clifton - Greenmount,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.4925,0.5633,0.5728,0.7248,0.5997,0.4277,0.3778,0.5966,0.5447,0.6112,0.3180,M50,MC,MA,Toowoomba; Southern Downs
308051533,Clinton - New Auckland,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5495,0.4138,0.4931,0.4497,0.6226,0.6659,0.4435,0.5949,0.4711,0.4155,0.4197,L25,MC,LA,Gladstone
313051377,Clontarf,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.5753,0.4364,0.5220,0.5125,0.7845,0.2861,0.4340,0.6039,0.5202,0.3891,0.6438,M50,MC,LA,Moreton Bay
310041299,Collingwood Park - Redbank,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4305,0.3837,0.4165,0.3507,0.6249,0.6550,0.4412,0.6058,0.4962,0.3153,0.1655,L25,LC,LA,Ipswich
312011340,Collinsville,QLD,Outer regional,3,2024,Mackay,Rest of Qld,0.4374,0.4050,0.4348,0.7006,0.6073,0.5682,0.4187,0.1193,0.4784,0.3866,0.4252,L25,LC,LA,Whitsunday
318021471,Condon - Rasmussen,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5124,0.5573,0.5778,0.3763,0.6846,0.7226,0.4700,0.5966,0.6643,0.4145,0.2940,M50,MC,MA,Townsville
309021230,Coolangatta,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.4960,0.5262,0.5479,0.5077,0.6858,0.2016,0.4110,0.6066,0.6209,0.4195,0.6154,M50,MC,MA,Gold Coast
319031511,Cooloola,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4403,0.4184,0.4457,0.4495,0.6412,0.5446,0.4293,0.1088,0.4637,0.4359,0.5607,L25,LC,LA,Fraser Coast; Gympie
316031425,Coolum Beach,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6405,0.6220,0.6881,0.6289,0.6989,0.5151,0.4315,0.5994,0.6323,0.5966,0.6233,M50,MC,MA,Sunshine Coast
309031237,Coombabah,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5610,0.5347,0.5852,0.3137,0.6048,0.8050,0.3997,0.6066,0.5912,0.4832,0.5681,M50,MC,MA,Gold Coast
309071251,Coomera,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.4984,0.5365,0.5563,0.4033,0.5481,0.6994,0.3939,0.6066,0.6772,0.3502,0.3704,M50,MC,MA,Gold Coast
303041067,Coopers Plains,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5751,0.7030,0.7123,0.3711,0.6863,0.4462,0.4416,0.6180,0.7666,0.5447,0.6292,H75,MC,HA,Brisbane
303021053,Coorparoo,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6016,0.6324,0.6753,0.5622,0.7018,0.3129,0.4484,0.6180,0.6916,0.5242,0.7464,M50,MC,MA,Brisbane
304031093,Corinda,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.6070,0.7172,0.7386,0.5944,0.7820,0.4781,0.2419,0.6180,0.7262,0.6394,0.7429,H75,MC,HA,Brisbane
311051324,Cornubia - Carbrook,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.6691,0.6328,0.7112,0.6858,0.8653,0.7360,0.4437,0.5997,0.6072,0.6566,0.3740,H75,HC,MA,Logan
319041517,Craignish - Dundowran Beach,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.5712,0.4994,0.5650,0.6437,0.7268,0.7075,0.4415,0.5520,0.4783,0.5795,0.3275,M50,MC,MA,Fraser Coast
318021472,Cranbrook,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5311,0.5707,0.5963,0.4043,0.6297,0.6407,0.4713,0.5966,0.6220,0.5089,0.3884,M50,MC,MA,Townsville
311031314,Crestmead,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4523,0.3839,0.4264,0.1922,0.6862,0.7963,0.4112,0.5997,0.5364,0.2541,0.3108,L25,LC,LA,Logan
307021179,Crows Nest - Rosalie,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.4856,0.5163,0.5360,0.6460,0.5882,0.4197,0.3587,0.5966,0.5462,0.5141,0.3541,M50,MC,MA,Toowoomba
315011397,Croydon - Etheridge,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.3357,0.3323,0.3402,0.9877,0.4113,0.2915,0.3043,0.0812,0.4845,0.2240,0.4067,L25,LC,LA,Croydon; Etheridge
309021231,Currumbin - Tugun,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5848,0.6163,0.6553,0.5850,0.7479,0.3362,0.4101,0.6066,0.6624,0.5380,0.6042,M50,MC,MA,Gold Coast
309051243,Currumbin Valley - Tallebudgera,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5667,0.6962,0.7033,0.6939,0.8301,0.7350,0.3952,0.1406,0.6883,0.6578,0.5355,M50,MC,HA,Gold Coast
309021232,Currumbin Waters,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.7169,0.6575,0.7553,0.6001,0.8407,0.6672,0.4076,0.6066,0.6743,0.6024,0.6444,H75,HC,HA,Gold Coast
306041164,Daintree,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4006,0.5749,0.5402,0.6109,0.6748,0.6159,0.3945,0.1135,0.6310,0.5033,0.2933,M50,LC,MA,Douglas
311061329,Daisy Hill,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5843,0.5339,0.5962,0.5628,0.7082,0.5257,0.4398,0.5997,0.5646,0.5221,0.4468,M50,MC,MA,Logan
314021576,Dakabin,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.4191,0.4147,0.4337,0.3987,0.3871,0.4068,0.3565,0.6039,0.4361,0.4682,0.4615,L25,LC,LA,Moreton Bay
318011463,Dalrymple,QLD,Remote,4,2024,Townsville,Rest of Qld,0.4168,0.5001,0.4937,0.8942,0.5552,0.4740,0.4055,0.0866,0.5479,0.4785,0.3891,L25,LC,MA,Charters Towers
317011446,Darling Heights,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.4712,0.5569,0.5584,0.3118,0.5980,0.6371,0.4554,0.5966,0.6373,0.4567,0.3293,M50,LC,MA,Toowoomba
310011271,Darra - Sumner,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.6376,0.4834,0.5876,0.3888,0.8147,0.5533,0.4545,0.6180,0.6885,0.2189,0.6042,M50,MC,MA,Brisbane
314011384,Dayboro,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.6374,0.6936,0.7377,0.8423,0.8853,0.3643,0.3447,0.6039,0.6341,0.7366,0.5344,H75,MC,HA,Moreton Bay
302041043,Deagon,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.6969,0.5368,0.6579,0.6219,0.7746,0.4667,0.4391,0.6180,0.6444,0.4041,0.7806,M50,HC,MA,Brisbane
313041373,Deception Bay,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.5810,0.3926,0.4936,0.3507,0.7183,0.6249,0.4236,0.6039,0.4903,0.3431,0.5550,L25,MC,LA,Moreton Bay
318021583,Deeragun - Jensen,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5321,0.6060,0.6219,0.5179,0.7265,0.7094,0.4669,0.5966,0.6606,0.5199,0.2284,M50,MC,MA,Townsville
316071546,Diddillibah - Rosemount,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6980,0.7014,0.7760,0.7389,0.7473,0.5715,0.4340,0.5994,0.6398,0.7433,0.6624,H75,HC,HA,Sunshine Coast
310011563,Doolandella,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4838,0.4984,0.5224,0.3467,0.5240,0.5254,0.4524,0.6180,0.6763,0.2716,0.4249,M50,MC,MA,Brisbane
318021474,Douglas,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5399,0.5238,0.5670,0.4677,0.5891,0.7991,0.4717,0.5966,0.5186,0.5702,0.3374,M50,MC,MA,Townsville
317011447,Drayton - Harristown,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.4355,0.5866,0.5637,0.2861,0.6813,0.3366,0.4565,0.5966,0.6421,0.5098,0.3540,M50,LC,MA,Toowoomba
310011272,Durack,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.5201,0.4463,0.5022,0.2670,0.5214,0.7156,0.4529,0.6180,0.6241,0.2467,0.5776,L25,MC,LA,Brisbane
311021307,Eagleby,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4501,0.3828,0.4246,0.1991,0.6313,0.7028,0.4256,0.5997,0.5349,0.2540,0.3693,L25,LC,LA,Logan
302031037,Eagle Farm - Pinkenba,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.5475,0.6079,0.6308,0.5319,0.6523,0.3399,0.4418,0.6180,0.7511,0.3759,0.5227,M50,MC,MA,Brisbane
306021146,Earlville - Bayview Heights,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5816,0.6319,0.6648,0.5304,0.8073,0.5863,0.4688,0.5949,0.6596,0.5739,0.3359,M50,MC,MA,Cairns
305021115,East Brisbane,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6168,0.6660,0.7071,0.5397,0.6949,0.3782,0.4537,0.6180,0.7543,0.4900,0.7144,M50,MC,HA,Brisbane
312021343,East Mackay,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.6314,0.5165,0.6080,0.5392,0.7344,0.5584,0.4308,0.5966,0.5411,0.5222,0.5679,M50,MC,MA,Mackay
314011385,Eatons Hill,QLD,Metropolitan,1,2024,Moreton Bay - South,Greater Brisbane,0.5961,0.6860,0.7107,0.8091,0.8284,0.2878,0.3534,0.6039,0.5554,0.8385,0.5761,M50,MC,HA,Moreton Bay
311021308,Edens Landing - Holmview,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4956,0.4324,0.4807,0.4003,0.5689,0.7013,0.4254,0.5997,0.5499,0.3353,0.3394,L25,MC,LA,Logan
306021147,Edmonton,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5355,0.5480,0.5822,0.4706,0.7260,0.8044,0.4664,0.5949,0.6756,0.3767,0.2250,M50,MC,MA,Cairns
303031060,Eight Mile Plains,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6661,0.5375,0.6415,0.4201,0.8060,0.7649,0.4350,0.6180,0.7283,0.2665,0.5706,M50,HC,MA,Brisbane
312021344,Eimeo - Rural View,QLD,Inner regional,2,2024,Mackay,Rest of Qld,0.5653,0.5319,0.5853,0.6134,0.5919,0.7276,0.4291,0.5966,0.5919,0.4764,0.3800,M50,MC,MA,Mackay
309021233,Elanora,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.7156,0.6179,0.7263,0.6209,0.7742,0.7965,0.4064,0.6066,0.6078,0.6260,0.6462,H75,HC,MA,Gold Coast
313021367,Elimbah,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.6313,0.5546,0.6352,0.6913,0.8542,0.3984,0.4296,0.6039,0.5430,0.5963,0.4951,M50,MC,MA,Moreton Bay
308011192,Emerald,QLD,Outer regional,3,2024,Fitzroy,Rest of Qld,0.5475,0.4687,0.5314,0.5592,0.5364,0.6936,0.4321,0.5946,0.5660,0.3862,0.4275,M50,MC,LA,Central Highlands (Qld)
308031207,Emu Park,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.4437,0.5333,0.5292,0.5162,0.5165,0.2838,0.4466,0.5941,0.5615,0.5257,0.4003,M50,LC,MA,Livingstone
304041098,Enoggera,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.5156,0.5315,0.5609,0.6030,0.5886,0.3408,0.2439,0.6180,0.6222,0.4283,0.7334,M50,MC,MA,Brisbane
310021278,Esk,QLD,Inner regional,2,2024,Ipswich,Greater Brisbane,0.4621,0.4602,0.4852,0.5198,0.6865,0.2844,0.4235,0.5817,0.5594,0.3788,0.3552,L25,LC,LA,Somerset
316071547,Eumundi - Yandina,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.7132,0.6714,0.7631,0.7014,0.8308,0.6629,0.4285,0.5994,0.6505,0.6673,0.5769,H75,HC,HA,Sunshine Coast
302011025,Everton Park,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.6207,0.5950,0.6585,0.5702,0.7213,0.3653,0.4449,0.6180,0.6543,0.5076,0.6952,M50,MC,MA,Brisbane
303021054,Fairfield - Dutton Park,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6103,0.5761,0.6396,0.5395,0.6290,0.3872,0.4484,0.6180,0.6912,0.4096,0.7844,M50,MC,MA,Brisbane
315031410,Far Central West,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.3681,0.4241,0.4189,0.7411,0.4701,0.4698,0.3570,0.0882,0.6176,0.2098,0.4284,L25,LC,LA,Diamantina; Barcoo; Boulia; Winton
315031411,Far South West,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.3602,0.3927,0.3932,0.6583,0.3959,0.4700,0.4428,0.0702,0.5725,0.2157,0.4413,L25,LC,LA,Paroo; Quilpie; Bulloo
304021089,Fig Tree Pocket,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.5418,0.9066,0.8413,0.6750,0.8447,0.2496,0.2385,0.6180,0.7468,0.9786,0.6410,H75,MC,HA,Brisbane
311041567,Flagstone (East) - Riverbend,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5460,0.5586,0.5948,0.5644,0.7082,0.8544,0.3859,0.5997,0.5898,0.5340,0.2532,M50,MC,MA,Logan
311041568,Flagstone (West) - New Beith,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4190,0.5441,0.5261,0.6309,0.7019,0.2373,0.3869,0.5997,0.5736,0.5293,0.2455,M50,LC,MA,Logan
310011564,Forest Lake - Ellen Grove,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.6750,0.4480,0.5824,0.4404,0.7086,0.8600,0.4520,0.6180,0.5515,0.3656,0.6115,M50,HC,LA,Brisbane
305011106,Fortitude Valley,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.4771,0.6426,0.6223,0.4582,0.5147,0.2245,0.4729,0.6180,0.8169,0.3345,0.6718,M50,MC,MA,Brisbane
308031208,Frenchville - Mount Archer,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.6302,0.5618,0.6397,0.5918,0.7869,0.4451,0.4523,0.5935,0.5207,0.6434,0.5480,M50,MC,MA,Rockhampton
306011140,Freshwater - Stratford,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4675,0.6058,0.5916,0.6024,0.7944,0.2363,0.4527,0.5949,0.5659,0.6648,0.2905,M50,LC,MA,Cairns
318021475,Garbutt - West End,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5608,0.5092,0.5668,0.4556,0.7374,0.5750,0.4729,0.5966,0.6154,0.3930,0.3754,M50,MC,MA,Townsville
317011448,Gatton,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.3787,0.6550,0.5881,0.2483,0.4748,0.4078,0.4577,0.5943,0.6617,0.6171,0.3228,M50,LC,HA,Lockyer Valley
319021503,Gayndah - Mundubbera,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4061,0.4400,0.4462,0.5333,0.5093,0.4741,0.4127,0.0716,0.5016,0.4246,0.6135,L25,LC,LA,North Burnett
302021030,Geebung,QLD,Metropolitan,1,2024,Brisbane - North,Greater Brisbane,0.6465,0.6948,0.7433,0.5833,0.9191,0.2523,0.4557,0.6180,0.7286,0.5905,0.7331,H75,MC,HA,Brisbane
319021504,Gin Gin,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.3797,0.4165,0.4183,0.4497,0.5665,0.4924,0.4095,0.1051,0.5075,0.3671,0.4756,L25,LC,LA,Bundaberg
308051534,Gladstone,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5379,0.3561,0.4463,0.3943,0.7141,0.3971,0.4450,0.5949,0.4245,0.3639,0.4839,L25,MC,LA,Gladstone
308051535,Gladstone Hinterland,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.4640,0.5154,0.5255,0.6666,0.7121,0.5203,0.4429,0.1273,0.5037,0.5750,0.4366,M50,LC,MA,Gladstone
316061441,Glass House Mountains,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.7021,0.6192,0.7196,0.6685,0.8195,0.6683,0.4154,0.5956,0.6382,0.5818,0.5895,H75,HC,MA,Sunshine Coast
308031209,Glenlee - Rockyview,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.6785,0.5709,0.6721,0.9056,0.7430,0.7340,0.4489,0.5941,0.5398,0.6337,0.4172,M50,HC,MA,Livingstone
316021421,Golden Beach - Pelican Waters,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6712,0.6038,0.6916,0.5538,0.7482,0.5823,0.4387,0.5994,0.5526,0.6805,0.6626,M50,HC,MA,Sunshine Coast
310041300,Goodna,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.3951,0.3757,0.3956,0.2503,0.6389,0.5714,0.4423,0.6058,0.5628,0.1945,0.1935,L25,LC,LA,Ipswich
307011173,Goondiwindi,QLD,Outer regional,3,2024,Darling Downs - Maranoa,Rest of Qld,0.3863,0.4914,0.4745,0.5836,0.6349,0.5694,0.3912,0.1015,0.4825,0.5574,0.3321,L25,LC,MA,Goondiwindi
306021148,Gordonvale - Trinity,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5278,0.6427,0.6461,0.6265,0.7508,0.4823,0.4688,0.5874,0.7055,0.5227,0.2574,M50,MC,MA,Cairns
317011449,Gowrie (Qld),QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.5894,0.7466,0.7506,0.7450,0.7194,0.7578,0.4501,0.5966,0.7321,0.6885,0.2595,H75,MC,HA,Toowoomba
308031210,Gracemere,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5016,0.5147,0.5423,0.4229,0.5811,0.5330,0.4506,0.5935,0.6263,0.3872,0.3899,M50,MC,MA,Rockhampton
305031123,Grange,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6514,0.8889,0.8846,0.7167,0.7400,0.3498,0.4668,0.6180,0.8007,0.8579,0.6966,H75,MC,HA,Brisbane
319051523,Granville,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4159,0.4396,0.4501,0.3948,0.5703,0.2083,0.4365,0.5520,0.4707,0.4692,0.5344,L25,LC,LA,Fraser Coast
311041569,Greenbank - North Maclean,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5438,0.5689,0.6011,0.5831,0.7641,0.6363,0.3874,0.5997,0.6065,0.5293,0.2852,M50,MC,MA,Logan
303021055,Greenslopes,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5786,0.5436,0.6003,0.5286,0.6135,0.3433,0.4521,0.6180,0.6362,0.4313,0.7206,M50,MC,MA,Brisbane
309041241,Guanaba - Springbrook,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6117,0.6850,0.7181,0.7643,0.8040,0.3819,0.3946,0.5775,0.7618,0.5162,0.5440,H75,MC,HA,Gold Coast
318021476,Gulliver - Currajong - Vincent,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5398,0.4975,0.5482,0.4417,0.7917,0.4791,0.4722,0.5966,0.5984,0.3954,0.3433,M50,MC,MA,Townsville
319031512,Gympie - North,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.5127,0.3725,0.4460,0.3085,0.7204,0.3934,0.4377,0.5641,0.4288,0.3917,0.5917,L25,MC,LA,Gympie
319031513,Gympie - South,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.6010,0.4670,0.5569,0.4179,0.7219,0.6318,0.4364,0.5641,0.4840,0.5059,0.5933,M50,MC,LA,Gympie
319031514,Gympie Surrounds,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4469,0.5012,0.5077,0.6724,0.7122,0.2542,0.4336,0.3309,0.5308,0.5065,0.5238,L25,LC,MA,Fraser Coast; Gympie
305031124,Hamilton (Qld),QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5907,0.7930,0.7845,0.5459,0.6788,0.3353,0.4639,0.6180,0.8642,0.5609,0.6665,H75,MC,HA,Brisbane
305021116,Hawthorne,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5749,0.7914,0.7754,0.6587,0.8008,0.1947,0.4524,0.6180,0.7142,0.8055,0.6496,H75,MC,HA,Brisbane
318021477,Heatley,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.4622,0.5880,0.5765,0.2831,0.5922,0.6130,0.4713,0.5966,0.6866,0.4415,0.3376,M50,LC,MA,Townsville
309071252,Helensvale,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6730,0.6597,0.7325,0.5289,0.8238,0.7260,0.3948,0.6066,0.6560,0.6355,0.5649,H75,HC,HA,Gold Coast
305031125,Hendra,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6076,0.8429,0.8287,0.7325,0.8657,0.2119,0.4631,0.6180,0.7952,0.7767,0.6081,H75,MC,HA,Brisbane
306051167,Herberton,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4042,0.4913,0.4820,0.4826,0.6403,0.6583,0.4540,0.0914,0.6083,0.3672,0.3550,L25,LC,MA,Tablelands; Mareeba
318021478,Hermit Park - Rosslea,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5184,0.5226,0.5558,0.4346,0.6756,0.5048,0.4729,0.5966,0.6254,0.4049,0.3594,M50,MC,MA,Townsville
317011450,Highfields,QLD,Inner regional,2,2024,Toowoomba,Rest of Qld,0.6025,0.7462,0.7570,0.8038,0.7720,0.6026,0.4512,0.5966,0.6979,0.7419,0.3055,H75,MC,HA,Toowoomba
305011107,Highgate Hill,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.5062,0.7594,0.7192,0.4802,0.5959,0.1915,0.4710,0.6180,0.9044,0.4211,0.7621,H75,MC,HA,Brisbane
309061247,Highland Park,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.7144,0.4999,0.6414,0.5894,0.7817,0.9172,0.3955,0.6066,0.4957,0.5553,0.6009,M50,HC,MA,Gold Coast
311031316,Hillcrest,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.5688,0.4769,0.5477,0.4698,0.7560,0.6129,0.4127,0.5997,0.5319,0.4549,0.3986,M50,MC,MA,Logan
303021056,Holland Park,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5828,0.6054,0.6465,0.5548,0.6942,0.2793,0.4484,0.6180,0.6527,0.5314,0.7519,M50,MC,MA,Brisbane
303021057,Holland Park West,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6070,0.6766,0.7097,0.6036,0.6932,0.3151,0.4484,0.6180,0.7221,0.5644,0.7411,M50,MC,HA,Brisbane
309071253,Hope Island,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5950,0.6644,0.6948,0.5366,0.7807,0.6428,0.3943,0.6066,0.6759,0.6137,0.4056,M50,MC,HA,Gold Coast
318021479,Hyde Park - Pimlico,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5358,0.5198,0.5621,0.4175,0.7004,0.4958,0.4739,0.5966,0.6061,0.4295,0.3961,M50,MC,MA,Townsville
310011274,Inala - Richlands,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.3827,0.4442,0.4393,0.1285,0.5290,0.4227,0.4529,0.6180,0.7091,0.0972,0.4625,L25,LC,LA,Brisbane
304031094,Indooroopilly,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.4723,0.6085,0.5958,0.4224,0.7015,0.2880,0.2419,0.6180,0.6926,0.4739,0.6488,M50,LC,MA,Brisbane
318011464,Ingham,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.4806,0.4450,0.4828,0.4220,0.6830,0.4764,0.4182,0.5022,0.4475,0.5137,0.4092,L25,MC,LA,Hinchinbrook
318011465,Ingham Surrounds,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.4321,0.5022,0.5019,0.7441,0.5470,0.6364,0.4127,0.0716,0.5000,0.5538,0.4227,L25,LC,MA,Hinchinbrook
307011174,Inglewood - Waggamba,QLD,Outer regional,3,2024,Darling Downs - Maranoa,Rest of Qld,0.3311,0.4620,0.4310,0.6847,0.4060,0.5149,0.3866,0.1015,0.5153,0.4495,0.3154,L25,LC,LA,Goondiwindi
306031159,Innisfail,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.4194,0.4917,0.4888,0.3489,0.5469,0.5243,0.4488,0.5219,0.5956,0.3878,0.3222,L25,LC,MA,Cassowary Coast
310031286,Ipswich - Central,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4947,0.3979,0.4557,0.4725,0.7632,0.3274,0.4615,0.6058,0.4943,0.3482,0.3329,L25,MC,LA,Ipswich
310031287,Ipswich - East,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4897,0.3866,0.4453,0.4062,0.7331,0.4318,0.4603,0.6058,0.5019,0.3129,0.2986,L25,MC,LA,Ipswich
310031288,Ipswich - North,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.6084,0.5973,0.6537,0.7131,0.9050,0.5339,0.4562,0.6062,0.5622,0.6532,0.2662,M50,MC,MA,Ipswich; Brisbane
309071254,Jacobs Well - Alberton,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6358,0.6810,0.7278,0.7392,0.7652,0.6192,0.3907,0.6066,0.7390,0.5457,0.4478,H75,MC,HA,Gold Coast
