sa2_code,sa2_name,state_name,remoteness,remoteness_score,analysis_year,sa4_name,gccsa_name,coping_capacity,adaptive_capacity,andri,social_character,economic_capital,planning_build_environment,emergency_services,information_access,govt_leadership,community_social_engagement,community_capital,andri_quartile,coping_capacity_quartile,adaptive_capacity_quartile,lga_names
403041075,Clarendon,SA,Metropolitan,1,2024,Adelaide - South,Greater Adelaide,0.7309,0.7358,0.8192,0.8973,0.8078,0.3796,0.4918,0.6754,0.6993,0.7191,0.6137,H75,HC,HA,Onkaparinga
212041309,Clarinda - Oakleigh South,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.5560,0.5503,0.5938,0.4394,0.8847,0.2087,0.5349,0.5593,0.7286,0.2933,0.6492,M50,MC,MA,Kingston (Vic.)
505031101,Clarkson,WA,Metropolitan,1,2024,Perth - North West,Greater Perth,0.5895,0.3810,0.4897,0.4356,0.6907,0.7103,0.2194,0.7530,0.4658,0.3554,0.5542,L25,MC,LA,Wanneroo
305031122,Clayfield,QLD,Metropolitan,1,2024,Brisbane Inner City,Greater Brisbane,0.6156,0.7401,0.7595,0.5308,0.7346,0.3197,0.4647,0.6180,0.7999,0.5642,0.7576,H75,MC,HA,Brisbane
123021438,Claymore - Eagle Vale - Raby,NSW,Metropolitan,1,2024,Sydney - Outer South West,Greater Sydney,0.5926,0.4643,0.5507,0.4545,0.7525,0.6218,0.5660,0.6592,0.5535,0.3964,0.3151,M50,MC,LA,Camden; Campbelltown (NSW)
212051568,Clayton - Central,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.4744,0.7038,0.6647,0.3571,0.6362,0.1436,0.5576,0.7443,0.8550,0.3947,0.5184,M50,MC,HA,Monash
212051567,Clayton (North) - Notting Hill,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.4575,0.6709,0.6336,0.2765,0.5535,0.1803,0.5556,0.7443,0.8157,0.3956,0.5885,M50,LC,HA,Monash
212041310,Clayton South,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.4412,0.6008,0.5763,0.3374,0.7462,0.1810,0.5362,0.5593,0.8294,0.2234,0.5047,M50,LC,MA,Kingston (Vic.)
309081259,Clear Island Waters,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.6608,0.7070,0.7597,0.4447,0.7505,0.8878,0.4112,0.6066,0.7051,0.6528,0.5544,H75,MC,HA,Gold Coast
312011339,Clermont,QLD,Remote,4,2024,Mackay,Rest of Qld,0.4662,0.4609,0.4876,0.7578,0.5383,0.5966,0.4189,0.1288,0.5146,0.4482,0.5437,L25,LC,LA,Isaac
301021007,Cleveland,QLD,Metropolitan,1,2024,Brisbane - East,Greater Brisbane,0.6438,0.5087,0.6090,0.4430,0.8134,0.5890,0.3766,0.5997,0.5388,0.5096,0.6768,M50,MC,MA,Redland
306011139,Clifton Beach - Kewarra Beach,QLD,Outer regional,3,2024,Cairns,Rest of Qld,0.5651,0.5664,0.6098,0.6154,0.7407,0.7181,0.4507,0.5949,0.5662,0.5854,0.2636,M50,MC,MA,Cairns
307031184,Clifton - Greenmount,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.4925,0.5633,0.5728,0.7248,0.5997,0.4277,0.3778,0.5966,0.5447,0.6112,0.3180,M50,MC,MA,Toowoomba; Southern Downs
206071145,Clifton Hill - Alphington,VIC,Metropolitan,1,2024,Melbourne - Inner,Greater Melbourne,0.7630,0.8329,0.9071,0.6341,0.7229,0.1808,0.6083,0.9765,0.8223,0.7119,0.8078,H75,HC,HA,Yarra
203031048,Clifton Springs,VIC,Inner regional,2,2024,Geelong,Rest of Vic.,0.7720,0.6868,0.8081,0.6019,0.6677,0.7012,0.5626,0.7116,0.6730,0.6632,0.6798,H75,HC,HA,Greater Geelong
308051533,Clinton - New Auckland,QLD,Inner regional,2,2024,Fitzroy,Rest of Qld,0.5495,0.4138,0.4931,0.4497,0.6226,0.6659,0.4435,0.5949,0.4711,0.4155,0.4197,L25,MC,LA,Gladstone
313051377,Clontarf,QLD,Metropolitan,1,2024,Moreton Bay - North,Greater Brisbane,0.5753,0.4364,0.5220,0.5125,0.7845,0.2861,0.4340,0.6039,0.5202,0.3891,0.6438,M50,MC,LA,Moreton Bay
506021309,Cloverdale,WA,Metropolitan,1,2024,Perth - South East,Greater Perth,0.3467,0.4264,0.4118,0.3736,0.6370,0.1157,0.2870,0.7227,0.5251,0.3610,0.3392,L25,LC,LA,Belmont
212031555,Clyde North - North,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.4294,0.3576,0.3975,0.4936,0.5955,0.2076,0.4426,0.7825,0.5149,0.2313,0.2515,L25,LC,LA,Casey
212031556,Clyde North - South,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.3630,0.3556,0.3679,0.4730,0.4998,0.1774,0.4397,0.7825,0.6320,0.0333,0.1746,L25,LC,LA,Casey
105011093,Cobar,NSW,Remote,4,2024,Far West and Orana,Rest of NSW,0.4024,0.4516,0.4529,0.6599,0.5062,0.3698,0.6422,0.1018,0.5298,0.4060,0.4257,L25,LC,LA,Cobar; Bogan
127011726,Cobbitty - Bringelly,NSW,Metropolitan,1,2024,Sydney - South West,Greater Sydney,0.6467,0.4293,0.5538,0.7167,0.6892,0.6458,0.4216,0.7161,0.5915,0.2634,0.3832,M50,MC,LA,Camden
213041572,Cobblebank - Strathtulloh,VIC,Metropolitan,1,2024,Melbourne - West,Greater Melbourne,0.3438,0.4154,0.4027,0.3767,0.5032,0.1595,0.4684,0.7731,0.6828,0.0793,0.1902,L25,LC,LA,Melton
216021411,Cobram,VIC,Inner regional,2,2024,Shepparton,Rest of Vic.,0.4700,0.5128,0.5264,0.4079,0.6094,0.1282,0.5380,0.6137,0.5393,0.5172,0.7403,M50,LC,MA,Moira
206011497,Coburg - East,VIC,Metropolitan,1,2024,Melbourne - Inner,Greater Melbourne,0.6557,0.6061,0.6849,0.4635,0.7775,0.1547,0.5763,0.8025,0.6820,0.4861,0.8284,M50,MC,MA,Merri-bek
210031236,Coburg North,VIC,Metropolitan,1,2024,Melbourne - North West,Greater Melbourne,0.6702,0.4815,0.6037,0.4711,0.8138,0.2456,0.4493,0.8025,0.5978,0.3630,0.7920,M50,HC,MA,Merri-bek
206011498,Coburg - West,VIC,Metropolitan,1,2024,Melbourne - Inner,Greater Melbourne,0.6587,0.5994,0.6817,0.5058,0.7377,0.1529,0.5763,0.8025,0.6797,0.4760,0.8573,M50,MC,MA,Merri-bek
701021016,Coconut Grove,NT,Outer regional,3,2024,Darwin,Greater Darwin,0.3638,0.4746,0.4532,0.3855,0.5514,0.1096,0.5314,0.5772,0.5216,0.4659,0.4273,L25,LC,MA,Darwin
104021084,Coffs Harbour - North,NSW,Inner regional,2,2024,Coffs Harbour - Grafton,Rest of NSW,0.5864,0.5553,0.6125,0.3930,0.6709,0.4960,0.6391,0.6118,0.6029,0.5071,0.4822,M50,MC,MA,Coffs Harbour
104021085,Coffs Harbour - South,NSW,Inner regional,2,2024,Coffs Harbour - Grafton,Rest of NSW,0.5391,0.5123,0.5584,0.2843,0.6457,0.5008,0.6407,0.6118,0.5392,0.5165,0.4922,M50,MC,MA,Coffs Harbour
217031472,Colac,VIC,Inner regional,2,2024,Warrnambool and South West,Rest of Vic.,0.5615,0.5428,0.5912,0.4420,0.6472,0.2353,0.5685,0.6431,0.5451,0.5694,0.7595,M50,MC,MA,Colac Otway
217031473,Colac Surrounds,VIC,Inner regional,2,2024,Warrnambool and South West,Rest of Vic.,0.5724,0.6304,0.6592,0.9391,0.5177,0.1976,0.5555,0.6431,0.6143,0.6411,0.6595,M50,MC,MA,Colac Otway; Surf Coast
122031693,Collaroy - Collaroy Plateau,NSW,Metropolitan,1,2024,Sydney - Northern Beaches,Greater Sydney,0.7536,0.7682,0.8554,0.6732,0.8083,0.5499,0.3965,0.7198,0.7609,0.6847,0.6499,H75,HC,HA,Northern Beaches
501021008,College Grove - Carey Park,WA,Inner regional,2,2024,Bunbury,Rest of WA,0.4486,0.3708,0.4154,0.3302,0.5075,0.5035,0.2537,0.6355,0.4156,0.4073,0.5628,L25,LC,LA,Bunbury
501021009,Collie,WA,Inner regional,2,2024,Bunbury,Rest of WA,0.2866,0.4726,0.4212,0.4780,0.5578,0.1570,0.2533,0.1347,0.4807,0.5219,0.6968,L25,LC,LA,Collie
206071141,Collingwood,VIC,Metropolitan,1,2024,Melbourne - Inner,Greater Melbourne,0.5798,0.6622,0.6856,0.4502,0.5543,0.1288,0.6186,0.9765,0.8506,0.3158,0.6164,M50,MC,HA,Yarra
310041299,Collingwood Park - Redbank,QLD,Metropolitan,1,2024,Ipswich,Greater Brisbane,0.4305,0.3837,0.4165,0.3507,0.6249,0.6550,0.4412,0.6058,0.4962,0.3153,0.1655,L25,LC,LA,Ipswich
312011340,Collinsville,QLD,Outer regional,3,2024,Mackay,Rest of Qld,0.4374,0.4050,0.4348,0.7006,0.6073,0.5682,0.4187,0.1193,0.4784,0.3866,0.4252,L25,LC,LA,Whitsunday
403031068,Colonel Light Gardens,SA,Metropolitan,1,2024,Adelaide - South,Greater Adelaide,0.7172,0.7097,0.7928,0.5994,0.8448,0.1953,0.5329,0.7787,0.7322,0.6147,0.8036,H75,HC,HA,Mitcham
124051580,Colyton - Oxley Park,NSW,Metropolitan,1,2024,Sydney - Outer West and Blue Mountains,Greater Sydney,0.5048,0.3615,0.4344,0.3696,0.6148,0.3983,0.5441,0.6750,0.4781,0.2959,0.3576,L25,MC,LA,Penrith
506071145,Como,WA,Metropolitan,1,2024,Perth - South East,Greater Perth,0.4857,0.5048,0.5279,0.5034,0.7212,0.1236,0.2931,0.7950,0.5493,0.4860,0.5786,M50,MC,MA,South Perth
120011383,Concord - Mortlake - Cabarita,NSW,Metropolitan,1,2024,Sydney - Inner West,Greater Sydney,0.7198,0.6467,0.7492,0.5696,0.7173,0.4948,0.4908,0.7146,0.7064,0.5293,0.6354,H75,HC,HA,Canada Bay
120011672,Concord West - North Strathfield,NSW,Metropolitan,1,2024,Sydney - Inner West,Greater Sydney,0.7393,0.6211,0.7421,0.5011,0.8060,0.4852,0.4924,0.7146,0.6434,0.5776,0.6475,H75,HC,MA,Canada Bay
119011356,Condell Park,NSW,Metropolitan,1,2024,Sydney - Inner South West,Greater Sydney,0.4945,0.5194,0.5424,0.3867,0.8207,0.5660,0.3825,0.6172,0.7110,0.2576,0.2459,M50,MC,MA,Canterbury-Bankstown
801071075,Conder,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.6107,0.5959,0.6539,0.6920,0.5326,0.7418,0.2430,0.5987,0.5812,0.6220,0.7713,M50,MC,MA,Unincorporated ACT
103021062,Condobolin,NSW,Outer regional,3,2024,Central West,Rest of NSW,0.3878,0.5701,0.5314,0.6612,0.4779,0.3927,0.6132,0.0877,0.6075,0.5301,0.4052,M50,LC,MA,Forbes; Parkes; Lachlan
318021471,Condon - Rasmussen,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5124,0.5573,0.5778,0.3763,0.6846,0.7226,0.4700,0.5966,0.6643,0.4145,0.2940,M50,MC,MA,Townsville
406021139,Coober Pedy,SA,Very remote,5,2024,South Australia - Outback,Rest of SA,0.3642,0.3272,0.3481,0.4811,0.5513,0.3726,0.4660,0.5116,0.5197,0.1579,0.1749,L25,LC,LA,Coober Pedy
507011152,Coogee,WA,Metropolitan,1,2024,Perth - South West,Greater Perth,0.6655,0.5745,0.6676,0.6884,0.7951,0.6285,0.2583,0.7590,0.5753,0.5881,0.4931,M50,HC,MA,Cockburn
118021651,Coogee - Clovelly,NSW,Metropolitan,1,2024,Sydney - Eastern Suburbs,Greater Sydney,0.5185,0.7003,0.6828,0.5722,0.6059,0.1978,0.3625,0.7166,0.7249,0.6075,0.6667,M50,MC,HA,Randwick
801011005,Cook,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.4317,0.6605,0.6148,0.6208,0.5042,0.0831,0.2699,0.5987,0.6085,0.7099,0.9293,M50,LC,HA,Unincorporated ACT
309021230,Coolangatta,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.4960,0.5262,0.5479,0.5077,0.6858,0.2016,0.4110,0.6066,0.6209,0.4195,0.6154,M50,MC,MA,Gold Coast
507011153,Coolbellup,WA,Metropolitan,1,2024,Perth - South West,Greater Perth,0.4596,0.4948,0.5088,0.5057,0.6350,0.1517,0.2592,0.7590,0.5991,0.3889,0.6119,L25,LC,MA,Cockburn
319031511,Cooloola,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.4403,0.4184,0.4457,0.4495,0.6412,0.5446,0.4293,0.1088,0.4637,0.4359,0.5607,L25,LC,LA,Fraser Coast; Gympie
507051186,Cooloongup,WA,Metropolitan,1,2024,Perth - South West,Greater Perth,0.5626,0.2765,0.4015,0.3522,0.7350,0.6815,0.2653,0.7253,0.3376,0.3211,0.4864,L25,MC,LA,Rockingham
316031425,Coolum Beach,QLD,Metropolitan,1,2024,Sunshine Coast,Rest of Qld,0.6405,0.6220,0.6881,0.6289,0.6989,0.5151,0.4315,0.5994,0.6323,0.5966,0.6233,M50,MC,MA,Sunshine Coast
101031014,Cooma,NSW,Inner regional,2,2024,Capital Region,Rest of NSW,0.7253,0.6160,0.7304,0.5715,0.7437,0.5585,0.5926,0.6382,0.6368,0.5775,0.6318,H75,HC,MA,Snowy Monaro
101031015,Cooma Surrounds,NSW,Inner regional,2,2024,Capital Region,Rest of NSW,0.6078,0.7308,0.7487,0.9557,0.5658,0.7065,0.5783,0.1533,0.7470,0.6328,0.6587,H75,MC,HA,Snowy Monaro; Bega Valley
309031237,Coombabah,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5610,0.5347,0.5852,0.3137,0.6048,0.8050,0.3997,0.6066,0.5912,0.4832,0.5681,M50,MC,MA,Gold Coast
801101135,Coombs,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.3032,0.5065,0.4518,0.5043,0.4367,0.0713,0.2038,0.5987,0.6141,0.3895,0.6005,L25,LC,MA,Unincorporated ACT
309071251,Coomera,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.4984,0.5365,0.5563,0.4033,0.5481,0.6994,0.3939,0.6066,0.6772,0.3502,0.3704,M50,MC,MA,Gold Coast
105031099,Coonabarabran,NSW,Outer regional,3,2024,Far West and Orana,Rest of NSW,0.3986,0.5304,0.5076,0.5876,0.4571,0.4473,0.6747,0.0811,0.5816,0.4891,0.4276,L25,LC,MA,Coonamble; Warrumbungle
105011094,Coonamble,NSW,Outer regional,3,2024,Far West and Orana,Rest of NSW,0.3185,0.4234,0.3984,0.5416,0.4021,0.3787,0.6344,0.0722,0.5401,0.3317,0.3003,L25,LC,LA,Coonamble; Warren
303041067,Coopers Plains,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.5751,0.7030,0.7123,0.3711,0.6863,0.4462,0.4416,0.6180,0.7666,0.5447,0.6292,H75,MC,HA,Brisbane
303021053,Coorparoo,QLD,Metropolitan,1,2024,Brisbane - South,Greater Brisbane,0.6016,0.6324,0.6753,0.5622,0.7018,0.3129,0.4484,0.6180,0.6916,0.5242,0.7464,M50,MC,MA,Brisbane
113031263,Cootamundra,NSW,Inner regional,2,2024,Riverina,Rest of NSW,0.6600,0.4535,0.5783,0.5528,0.6710,0.6205,0.6313,0.5566,0.6062,0.2912,0.6031,M50,MC,LA,Cootamundra-Gundagai; Temora
104021086,Coramba - Nana Glen - Bucca,NSW,Inner regional,2,2024,Coffs Harbour - Grafton,Rest of NSW,0.7058,0.6893,0.7717,0.7531,0.7233,0.7146,0.6170,0.6118,0.6748,0.6652,0.4474,H75,HC,HA,Coffs Harbour
217031474,Corangamite - North,VIC,Inner regional,2,2024,Warrnambool and South West,Rest of Vic.,0.5397,0.5727,0.6019,0.6760,0.5151,0.1341,0.5612,0.6183,0.5929,0.5577,0.8823,M50,MC,MA,Moyne; Corangamite
217031475,Corangamite - South,VIC,Inner regional,2,2024,Warrnambool and South West,Rest of Vic.,0.5400,0.5877,0.6127,0.8296,0.5321,0.1476,0.5600,0.5561,0.6090,0.5635,0.7994,M50,MC,MA,Moyne; Corangamite
304031093,Corinda,QLD,Metropolitan,1,2024,Brisbane - West,Greater Brisbane,0.6070,0.7172,0.7386,0.5944,0.7820,0.4781,0.2419,0.6180,0.7262,0.6394,0.7429,H75,MC,HA,Brisbane
203021486,Corio - Lovely Banks,VIC,Metropolitan,1,2024,Geelong,Rest of Vic.,0.5601,0.7708,0.7533,0.2688,0.7305,0.2758,0.5751,0.7116,0.8097,0.6092,0.6864,H75,MC,HA,Greater Geelong
311051324,Cornubia - Carbrook,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.6691,0.6328,0.7112,0.6858,0.8653,0.7360,0.4437,0.5997,0.6072,0.6566,0.3740,H75,HC,MA,Logan
403041076,Coromandel Valley,SA,Metropolitan,1,2024,Adelaide - South,Greater Adelaide,0.7810,0.7225,0.8389,0.8334,0.7651,0.4686,0.5104,0.7008,0.6210,0.8132,0.6885,H75,HC,HA,Onkaparinga; Mitcham
109031180,Corowa,NSW,Inner regional,2,2024,Murray,Rest of NSW,0.6339,0.5928,0.6638,0.4962,0.6575,0.5853,0.5049,0.5652,0.6057,0.5788,0.6968,M50,MC,MA,Federation
109031181,Corowa Surrounds,NSW,Inner regional,2,2024,Murray,Rest of NSW,0.5073,0.6070,0.6109,0.7057,0.6236,0.5137,0.4959,0.1103,0.6302,0.5697,0.6169,M50,MC,MA,Greater Hume; Lockhart; Federation
107041145,Corrimal - Tarrawanna - Bellambi,NSW,Metropolitan,1,2024,Illawarra,Rest of NSW,0.6956,0.5726,0.6827,0.5113,0.7130,0.5384,0.6122,0.6798,0.6313,0.4982,0.5516,M50,HC,MA,Wollongong
503011032,Cottesloe,WA,Metropolitan,1,2024,Perth - Inner,Greater Perth,0.5502,0.7831,0.7572,0.7404,0.7344,0.1023,0.3084,0.8463,0.6324,0.9146,0.6046,H75,MC,HA,Cottesloe
103021063,Cowra,NSW,Inner regional,2,2024,Central West,Rest of NSW,0.5897,0.5531,0.6126,0.4397,0.6787,0.5699,0.6027,0.5595,0.5774,0.5416,0.4989,M50,MC,MA,Cowra
103021064,Cowra Surrounds,NSW,Inner regional,2,2024,Central West,Rest of NSW,0.6251,0.6454,0.6967,0.7341,0.4939,0.6794,0.5982,0.5818,0.6615,0.5982,0.5181,M50,MC,HA,Cabonne; Cowra
801041037,Crace,ACT,Metropolitan,1,2024,Australian Capital Territory,Australian Capital Territory,0.5165,0.6111,0.6182,0.5675,0.4573,0.7184,0.2377,0.5987,0.5717,0.6666,0.6176,M50,MC,MA,Unincorporated ACT
505011070,Craigie - Beldon,WA,Metropolitan,1,2024,Perth - North West,Greater Perth,0.6219,0.4043,0.5229,0.5758,0.7183,0.4899,0.2327,0.7590,0.4331,0.4511,0.6262,M50,MC,LA,Joondalup
210051441,Craigieburn - Central,VIC,Metropolitan,1,2024,Melbourne - North West,Greater Melbourne,0.5821,0.5051,0.5745,0.3253,0.6468,0.7597,0.4500,0.7024,0.6746,0.2884,0.4317,M50,MC,MA,Hume
210051442,Craigieburn - North,VIC,Metropolitan,1,2024,Melbourne - North West,Greater Melbourne,0.5412,0.4622,0.5237,0.3637,0.5906,0.7898,0.4461,0.7024,0.6651,0.2129,0.3311,M50,MC,LA,Hume
210051542,Craigieburn - North West,VIC,Metropolitan,1,2024,Melbourne - North West,Greater Melbourne,0.4077,0.5556,0.5294,0.3027,0.4548,0.7221,0.4422,0.7024,0.7410,0.2834,0.1553,M50,LC,MA,Hume
210051443,Craigieburn - South,VIC,Metropolitan,1,2024,Melbourne - North West,Greater Melbourne,0.5156,0.4982,0.5371,0.3456,0.6192,0.7079,0.4485,0.7024,0.7008,0.2298,0.2887,M50,MC,MA,Hume
210051543,Craigieburn - West,VIC,Metropolitan,1,2024,Melbourne - North West,Greater Melbourne,0.4255,0.5263,0.5162,0.2832,0.4655,0.6959,0.4435,0.7024,0.6979,0.2944,0.2248,L25,LC,MA,Hume
402021028,Craigmore - Blakeview,SA,Metropolitan,1,2024,Adelaide - North,Greater Adelaide,0.5521,0.4032,0.4869,0.4561,0.6331,0.7009,0.5196,0.6544,0.4687,0.3972,0.3024,L25,MC,LA,Playford
319041517,Craignish - Dundowran Beach,QLD,Inner regional,2,2024,Wide Bay,Rest of Qld,0.5712,0.4994,0.5650,0.6437,0.7268,0.7075,0.4415,0.5520,0.4783,0.5795,0.3275,M50,MC,MA,Fraser Coast
212031300,Cranbourne,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.6566,0.4406,0.5672,0.3472,0.6988,0.6803,0.4460,0.7825,0.5831,0.3007,0.5391,M50,MC,LA,Casey
212031557,Cranbourne East - North,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.5721,0.4688,0.5436,0.3800,0.5134,0.7552,0.4418,0.7825,0.5932,0.3440,0.4188,M50,MC,LA,Casey
212031558,Cranbourne East - South,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.4083,0.4564,0.4589,0.4029,0.4692,0.2019,0.4447,0.7825,0.5861,0.3292,0.3421,L25,LC,LA,Casey
212031559,Cranbourne North - East,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.5667,0.4611,0.5355,0.4094,0.5533,0.7804,0.4397,0.7825,0.5548,0.3878,0.3359,M50,MC,LA,Casey
212031560,Cranbourne North - West,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.6766,0.5022,0.6220,0.3763,0.6873,0.7742,0.4418,0.7825,0.6018,0.3999,0.5292,M50,HC,MA,Casey
212031303,Cranbourne South,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.6051,0.5773,0.6378,0.5663,0.6353,0.4865,0.4418,0.7825,0.6620,0.4593,0.3957,M50,MC,MA,Casey
212031304,Cranbourne West,VIC,Metropolitan,1,2024,Melbourne - South East,Greater Melbourne,0.5828,0.4157,0.5110,0.4020,0.5744,0.6999,0.4447,0.7825,0.5951,0.2285,0.3925,L25,MC,LA,Casey
318021472,Cranbrook,QLD,Outer regional,3,2024,Townsville,Rest of Qld,0.5311,0.5707,0.5963,0.4043,0.6297,0.6407,0.4713,0.5966,0.6220,0.5089,0.3884,M50,MC,MA,Townsville
124031707,Cranebrook - Castlereagh,NSW,Metropolitan,1,2024,Sydney - Outer West and Blue Mountains,Greater Sydney,0.7438,0.5856,0.7193,0.6254,0.7666,0.7357,0.6010,0.6750,0.6624,0.4756,0.4823,H75,HC,MA,Penrith
121041413,Cremorne - Cammeray,NSW,Metropolitan,1,2024,Sydney - North Sydney and Hornsby,Greater Sydney,0.6673,0.8846,0.8900,0.5723,0.6262,0.4162,0.4610,0.7379,0.8305,0.8004,0.7080,H75,HC,HA,North Sydney
311031314,Crestmead,QLD,Metropolitan,1,2024,Logan - Beaudesert,Greater Brisbane,0.4523,0.3839,0.4264,0.1922,0.6862,0.7963,0.4112,0.5997,0.5364,0.2541,0.3108,L25,LC,LA,Logan
201021010,Creswick - Clunes,VIC,Inner regional,2,2024,Ballarat,Rest of Vic.,0.6330,0.6178,0.6812,0.7129,0.6904,0.1502,0.5745,0.6631,0.6594,0.5457,0.9062,M50,MC,MA,Ballarat; Moorabool; Hepburn
122031425,Cromer,NSW,Metropolitan,1,2024,Sydney - Northern Beaches,Greater Sydney,0.7657,0.7193,0.8276,0.6861,0.8793,0.4663,0.3986,0.7198,0.7047,0.6781,0.6925,H75,HC,HA,Northern Beaches
128011604,Cronulla - Kurnell - Bundeena,NSW,Metropolitan,1,2024,Sydney - Sutherland,Greater Sydney,0.7141,0.6274,0.7323,0.6850,0.7884,0.4756,0.3876,0.7151,0.6174,0.6303,0.6256,H75,HC,MA,Sutherland
307021179,Crows Nest - Rosalie,QLD,Inner regional,2,2024,Darling Downs - Maranoa,Rest of Qld,0.4856,0.5163,0.5360,0.6460,0.5882,0.4197,0.3587,0.5966,0.5462,0.5141,0.3541,M50,MC,MA,Toowoomba
121041414,Crows Nest - Waverton,NSW,Metropolitan,1,2024,Sydney - North Sydney and Hornsby,Greater Sydney,0.6301,0.7978,0.8082,0.5709,0.5981,0.3295,0.4637,0.7379,0.7675,0.7329,0.7436,H75,MC,HA,North Sydney
120031679,Croydon,NSW,Metropolitan,1,2024,Sydney - Inner West,Greater Sydney,0.7132,0.5506,0.6768,0.4172,0.7829,0.6009,0.4667,0.7098,0.6586,0.4097,0.6514,M50,HC,MA,Burwood; Inner West
211031450,Croydon - East,VIC,Metropolitan,1,2024,Melbourne - Outer East,Greater Melbourne,0.6166,0.5431,0.6192,0.4523,0.7131,0.1961,0.5539,0.7956,0.6292,0.4411,0.7111,M50,MC,MA,Maroondah
315011397,Croydon - Etheridge,QLD,Very remote,5,2024,Queensland - Outback,Rest of Qld,0.3357,0.3323,0.3402,0.9877,0.4113,0.2915,0.3043,0.0812,0.4845,0.2240,0.4067,L25,LC,LA,Croydon; Etheridge
211031265,Croydon Hills - Warranwood,VIC,Metropolitan,1,2024,Melbourne - Outer East,Greater Melbourne,0.8938,0.6983,0.8920,0.7305,0.8518,0.5266,0.5530,0.7956,0.6368,0.7416,0.6963,H75,HC,HA,Maroondah
120031393,Croydon Park - Enfield,NSW,Metropolitan,1,2024,Sydney - Inner West,Greater Sydney,0.6818,0.5236,0.6402,0.4789,0.7294,0.5274,0.4715,0.6750,0.6495,0.3685,0.6225,M50,HC,MA,Inner West; Canterbury-Bankstown; Burwood
211031452,Croydon South,VIC,Metropolitan,1,2024,Melbourne - Outer East,Greater Melbourne,0.7242,0.6469,0.7519,0.6077,0.8944,0.1615,0.5563,0.7956,0.6810,0.5704,0.7382,H75,HC,HA,Maroondah
211031451,Croydon - West,VIC,Metropolitan,1,2024,Melbourne - Outer East,Greater Melbourne,0.6954,0.6083,0.7081,0.4883,0.7671,0.2779,0.5550,0.7956,0.6622,0.5222,0.7422,M50,HC,MA,Maroondah
114011274,Culburra Beach,NSW,Inner regional,2,2024,Southern Highlands and Shoalhaven,Rest of NSW,0.6769,0.6556,0.7317,0.5757,0.7444,0.6690,0.6015,0.5997,0.6642,0.6143,0.4898,H75,HC,HA,Shoalhaven
509021237,Cunderdin,WA,Outer regional,3,2024,Western Australia - Wheat Belt,Rest of WA,0.2808,0.4646,0.4133,0.6969,0.4962,0.0609,0.2617,0.1106,0.4977,0.4807,0.7114,L25,LC,LA,Kellerberrin; Quairading; Tammin; Cunderdin
505011071,Currambine - Kinross,WA,Metropolitan,1,2024,Perth - North West,Greater Perth,0.7229,0.4641,0.6206,0.6409,0.8317,0.7263,0.2334,0.7590,0.4296,0.5776,0.6173,M50,HC,LA,Joondalup
123011698,Currans Hill,NSW,Metropolitan,1,2024,Sydney - Outer South West,Greater Sydney,0.7190,0.6314,0.7378,0.5594,0.7820,0.6918,0.5483,0.7161,0.6011,0.6631,0.4402,H75,HC,MA,Camden
309021231,Currumbin - Tugun,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5848,0.6163,0.6553,0.5850,0.7479,0.3362,0.4101,0.6066,0.6624,0.5380,0.6042,M50,MC,MA,Gold Coast
309051243,Currumbin Valley - Tallebudgera,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.5667,0.6962,0.7033,0.6939,0.8301,0.7350,0.3952,0.1406,0.6883,0.6578,0.5355,M50,MC,HA,Gold Coast
309021232,Currumbin Waters,QLD,Metropolitan,1,2024,Gold Coast,Rest of Qld,0.7169,0.6575,0.7553,0.6001,0.8407,0.6672,0.4076,0.6066,0.6743,0.6024,0.6444,H75,HC,HA,Gold Coast
