state,lga_id,lga_name,sa2_count,mean_remoteness_score,worst_remoteness_score,coping_capacity,adaptive_capacity,andri,social_character,economic_capital,planning_build_environment,emergency_services,information_access,govt_leadership,community_social_engagement,community_capital
QLD,1353,Ipswich,22,1.008,2,0.4664,0.4583,0.4865,0.5871,0.7021,0.4207,0.4345,0.6021,0.5229,0.4296,0.217
QLD,1354,Isaac,3,3.471,4,0.4533,0.4491,0.4734,0.7551,0.4822,0.6433,0.4178,0.1288,0.5049,0.4383,0.5184
QLD,1355,Kowanyama,1,5.0,5,0.1392,0.145,0.1351,0.3527,0.0568,0.7829,0.1458,0.0283,0.2771,0.1237,0.1269
QLD,1356,Livingstone,5,2.882,3,0.5488,0.5865,0.6164,0.8482,0.7454,0.6031,0.4472,0.1817,0.6273,0.5325,0.4752
QLD,1357,Lockhart River,1,4.0,4,0.2935,0.3123,0.3093,0.5131,0.4869,0.453,0.4082,0.0569,0.473,0.1986,0.2582
QLD,1358,Lockyer Valley,3,2.0,2,0.5379,0.6135,0.6303,0.6525,0.7461,0.4892,0.4425,0.5943,0.6569,0.5384,0.2915
QLD,1359,Logan,33,1.0,1,0.4871,0.5427,0.5575,0.5408,0.6999,0.4782,0.4011,0.5997,0.596,0.4908,0.3028
QLD,1360,Longreach,1,5.0,5,0.5014,0.4207,0.475,0.7046,0.6579,0.5684,0.4577,0.1097,0.5758,0.2701,0.5518
QLD,1361,Mackay,16,2.85,3,0.4814,0.5747,0.5762,0.7534,0.7074,0.4939,0.4362,0.1835,0.6321,0.5009,0.4465
QLD,1363,Mapoon,1,4.0,4,0.2935,0.3123,0.3093,0.5131,0.4869,0.453,0.4082,0.0569,0.473,0.1986,0.2582
QLD,1364,Maranoa,3,3.998,4,0.456,0.49,0.5038,0.8761,0.4586,0.5664,0.3883,0.1122,0.5399,0.47,0.5813
QLD,1365,Mareeba,4,3.98,4,0.4204,0.3145,0.3628,0.6847,0.5529,0.6066,0.4468,0.1011,0.4776,0.1961,0.3833
QLD,1362,McKinlay,1,5.0,5,0.4024,0.3565,0.385,0.8157,0.4996,0.517,0.4485,0.0998,0.4973,0.2562,0.3629
QLD,1366,Moreton Bay,36,1.053,2,0.6076,0.5571,0.6254,0.6664,0.7836,0.4285,0.3852,0.6039,0.557,0.5778,0.5389
QLD,1367,Mornington,1,5.0,5,0.2123,0.2905,0.2639,0.5313,0.4003,0.3512,0.45,0.0483,0.4513,0.1848,0.0745
QLD,1368,Mount Isa,3,4.174,5,0.2947,0.321,0.3163,0.6758,0.4546,0.3985,0.4482,0.0998,0.4518,0.2495,0.1921
QLD,1369,Murweh,1,5.0,5,0.4252,0.4216,0.4413,0.5523,0.5862,0.5215,0.4598,0.0819,0.5919,0.2462,0.4971
QLD,1370,Napranum,1,4.0,4,0.2935,0.3123,0.3093,0.5131,0.4869,0.453,0.4082,0.0569,0.473,0.1986,0.2582
QLD,1371,Noosa,6,1.0,1,0.6261,0.6398,0.6933,0.6911,0.8363,0.4592,0.4205,0.521,0.6685,0.5759,0.5749
QLD,1372,North Burnett,2,2.567,3,0.3957,0.4445,0.445,0.5739,0.4608,0.4906,0.4117,0.0716,0.5109,0.4201,0.5791
QLD,1373,Northern Peninsula Area,1,5.0,5,0.1691,0.141,0.1422,0.3555,0.256,0.3572,0.4597,0.0396,0.2082,0.2107,0.1117
QLD,1374,Palm Island,1,4.0,4,0.1232,0.1427,0.1283,0.218,0.2008,0.4496,0.4158,0.0213,0.1342,0.3114,0.0643
QLD,1375,Paroo,1,5.0,5,0.3602,0.3927,0.3932,0.6583,0.3959,0.47,0.4428,0.0702,0.5725,0.2157,0.4413
QLD,1376,Pormpuraaw,1,5.0,5,0.1392,0.145,0.1351,0.3527,0.0568,0.7829,0.1458,0.0283,0.2771,0.1237,0.1269
QLD,1377,Quilpie,1,5.0,5,0.3602,0.3927,0.3932,0.6583,0.3959,0.47,0.4428,0.0702,0.5725,0.2157,0.4413
QLD,1378,Redland,13,2.622,4,0.5675,0.564,0.6108,0.6608,0.722,0.5501,0.3804,0.3575,0.5736,0.5684,0.6195
QLD,1379,Richmond,1,5.0,5,0.4024,0.3565,0.385,0.8157,0.4996,0.517,0.4485,0.0998,0.4973,0.2562,0.3629
QLD,1380,Rockhampton,13,2.0,2,0.4687,0.5935,0.5844,0.8592,0.6295,0.2144,0.4479,0.4388,0.6288,0.544,0.4898
QLD,1381,Scenic Rim,3,1.876,2,0.4264,0.5048,0.5016,0.6269,0.7197,0.3978,0.4232,0.134,0.5664,0.4591,0.4337
QLD,1382,Somerset,4,1.885,2,0.5068,0.463,0.508,0.5387,0.631,0.3934,0.4217,0.5817,0.5458,0.4053,0.4428
QLD,1383,South Burnett,4,2.0,2,0.3529,0.4347,0.4209,0.5481,0.5623,0.3357,0.4097,0.2967,0.4995,0.4165,0.3076
QLD,1384,Southern Downs,6,2.005,3,0.3944,0.5158,0.4956,0.7059,0.5619,0.3882,0.389,0.273,0.5317,0.5347,0.3348
QLD,1385,Sunshine Coast,30,1.454,2,0.6781,0.6524,0.7306,0.6463,0.7828,0.5935,0.4201,0.5978,0.6429,0.6404,0.6101
QLD,1386,Tablelands,3,3.0,3,0.4122,0.5046,0.495,0.5093,0.6466,0.6434,0.4547,0.1003,0.6072,0.396,0.3602
QLD,1387,Toowoomba,20,2.0,2,0.4161,0.5136,0.5048,0.6034,0.544,0.3956,0.3668,0.4319,0.534,0.5259,0.3451
QLD,1388,Torres,1,5.0,5,0.2617,0.3234,0.3053,0.4799,0.3522,0.4225,0.4594,0.0621,0.4537,0.2518,0.2391
QLD,1389,Torres Strait Island,1,5.0,5,0.1816,0.259,0.2307,0.3413,0.1753,0.4398,0.4456,0.0237,0.3857,0.2149,0.1802
QLD,1390,Townsville,26,3.0,3,0.5014,0.6858,0.6645,0.7292,0.7935,0.628,0.4584,0.2162,0.7136,0.5954,0.2985
QLD,1391,Weipa,1,5.0,5,0.4995,0.3582,0.4296,0.697,0.378,0.7751,0.4605,0.583,0.4644,0.3096,0.2945
QLD,1392,Western Downs,5,2.848,3,0.3265,0.4473,0.4188,0.593,0.4862,0.4787,0.3832,0.1342,0.5084,0.4289,0.2994
QLD,1393,Whitsunday,4,3.013,4,0.4426,0.4156,0.4447,0.697,0.6204,0.5661,0.4204,0.1203,0.4873,0.395,0.4301
QLD,1394,Winton,1,5.0,5,0.3681,0.4241,0.4189,0.7411,0.4701,0.4698,0.357,0.0882,0.6176,0.2098,0.4284
QLD,1395,Woorabinda,1,3.0,3,0.3589,0.4567,0.4383,0.5335,0.4062,0.6076,0.4296,0.1193,0.5612,0.3687,0.4039
QLD,1396,Wujal Wujal,1,4.0,4,0.2935,0.3123,0.3093,0.5131,0.4869,0.453,0.4082,0.0569,0.473,0.1986,0.2582
QLD,1397,Yarrabah,1,3.0,3,0.1585,0.3195,0.2662,0.283,0.0695,0.715,0.4415,0.0263,0.346,0.3991,0.0233
SA,1400,Adelaide,2,1.0,1,0.5325,0.8898,0.8253,0.3643,0.6385,0.361,0.6221,0.8041,0.9634,0.5797,0.3194
SA,1401,Adelaide Hills,5,1.0,1,0.946,0.7477,0.9627,0.8556,0.8996,0.4747,0.5794,0.7653,0.7211,0.708,0.8725
SA,1402,Adelaide Plains,2,1.909,2,0.6924,0.6711,0.7513,0.6223,0.6636,0.5013,0.4903,0.6446,0.8001,0.423,0.7609
SA,1403,Alexandrina,4,2.0,2,0.7288,0.5876,0.7123,0.7892,0.6987,0.573,0.4904,0.5929,0.6102,0.5612,0.7844
SA,1404,Anangu Pitjantjatjara Yankunytjatjara,1,5.0,5,0.0447,0.0983,0.0725,0.2408,0.0487,0.1716,0.1479,0.0359,0.1027,0.2573,0.251
SA,1405,Barossa,5,1.759,2,0.7669,0.6747,0.7966,0.8113,0.7272,0.4828,0.4969,0.6484,0.7519,0.5115,0.8403
SA,1406,Barunga West,2,2.032,3,0.4788,0.5801,0.5784,0.5806,0.5099,0.3778,0.4259,0.3467,0.6872,0.4232,0.8158
SA,1407,Berri Barmera,2,3.0,3,0.4426,0.5482,0.5393,0.5941,0.6797,0.3132,0.4922,0.1186,0.6199,0.4659,0.6101
SA,1408,Burnside,3,1.0,1,0.7747,0.7862,0.8808,0.5598,0.8086,0.3926,0.6061,0.7528,0.7845,0.6819,0.711
SA,1409,Campbelltown (SA),3,1.0,1,0.6644,0.5525,0.6518,0.4893,0.7771,0.3171,0.5824,0.682,0.6406,0.4418,0.7153
SA,1410,Ceduna,2,5.0,5,0.4318,0.5627,0.545,0.8025,0.4964,0.3942,0.5391,0.1022,0.6521,0.4448,0.5126
SA,1411,Charles Sturt,10,1.0,1,0.6427,0.5645,0.6485,0.4861,0.7641,0.3527,0.559,0.6713,0.7065,0.3585,0.5967
SA,1412,Clare and Gilbert Valleys,4,2.0,2,0.6888,0.6061,0.7038,0.7549,0.6254,0.445,0.4222,0.5941,0.6925,0.4692,0.9574
SA,1413,Cleve,1,3.0,3,0.5124,0.5962,0.6056,0.8688,0.4641,0.2642,0.5559,0.1019,0.6314,0.5459,0.99
SA,1414,Coober Pedy,1,5.0,5,0.3642,0.3272,0.3481,0.4811,0.5513,0.3726,0.466,0.5116,0.5197,0.1579,0.1749
SA,1458,Coorong,2,2.052,3,0.4321,0.5395,0.5285,0.691,0.4459,0.3011,0.487,0.1129,0.6154,0.4552,0.8153
SA,1415,Copper Coast,4,2.985,3,0.5439,0.3731,0.4621,0.4964,0.6368,0.4693,0.4238,0.4689,0.4197,0.4055,0.6767
SA,1416,Elliston,2,3.976,4,0.5258,0.5675,0.5914,0.8709,0.5085,0.2989,0.5488,0.1073,0.6307,0.4887,0.9543
SA,1417,Flinders Ranges,1,3.0,3,0.3866,0.5691,0.5301,0.7029,0.6522,0.2271,0.4657,0.0923,0.6049,0.532,0.5139
SA,1418,Franklin Harbour,1,3.0,3,0.5124,0.5962,0.6056,0.8688,0.4641,0.2642,0.5559,0.1019,0.6314,0.5459,0.99
SA,1419,Gawler,2,1.0,1,0.6741,0.5453,0.6518,0.5086,0.7334,0.433,0.5263,0.6477,0.6567,0.4017,0.6998
SA,1420,Goyder,1,2.0,2,0.4381,0.5792,0.5595,0.7035,0.4934,0.2988,0.4281,0.1055,0.6826,0.4299,0.8533
SA,1421,Grant,4,3.0,3,0.5403,0.5899,0.6144,0.8313,0.6175,0.4477,0.4994,0.1773,0.6396,0.5204,0.7082
SA,1422,Holdfast Bay,4,1.0,1,0.6755,0.6161,0.7029,0.5655,0.7854,0.3066,0.5272,0.6809,0.622,0.6,0.7414
SA,1423,Kangaroo Island,2,4.0,4,0.5587,0.5836,0.6189,0.7918,0.568,0.456,0.527,0.1074,0.6465,0.4968,0.903
SA,1424,Karoonda East Murray,2,2.947,3,0.4589,0.5684,0.5611,0.7371,0.4956,0.2544,0.491,0.1054,0.6522,0.4565,0.9109
SA,1425,Kimba,1,3.0,3,0.5124,0.5962,0.6056,0.8688,0.4641,0.2642,0.5559,0.1019,0.6314,0.5459,0.99
SA,1426,Kingston (SA),1,3.0,3,0.5992,0.5987,0.6501,0.7423,0.5779,0.4376,0.4999,0.4467,0.656,0.5125,0.8382
SA,1427,Light,3,1.889,2,0.7935,0.6729,0.811,0.7581,0.7336,0.5328,0.4979,0.7019,0.7524,0.5067,0.7821
SA,1428,Lower Eyre Peninsula,2,4.0,4,0.5287,0.592,0.6103,0.8061,0.5488,0.3367,0.5552,0.1212,0.6334,0.5341,0.9005
SA,1429,Loxton Waikerie,4,2.67,3,0.4406,0.5737,0.5568,0.7296,0.5096,0.2916,0.4898,0.1128,0.6166,0.5232,0.7578
SA,1430,Maralinga Tjarutja,1,5.0,5,0.0468,0.1216,0.0897,0.7055,0.0,0.0327,0.1316,0.0537,0.155,0.2398,0.1323
SA,1431,Marion,8,1.0,1,0.6705,0.5842,0.6787,0.5435,0.7431,0.4079,0.5138,0.7022,0.6593,0.4757,0.6339
SA,1432,Mid Murray,3,2.0,2,0.4823,0.5539,0.5617,0.6318,0.5635,0.4044,0.4861,0.1313,0.6129,0.4887,0.7904
SA,1433,Mitcham,7,1.0,1,0.788,0.775,0.8815,0.6911,0.8172,0.3403,0.5313,0.7775,0.7359,0.7376,0.7911
SA,1434,Mount Barker,6,1.0,1,0.8171,0.7858,0.9061,0.8299,0.8218,0.3701,0.5786,0.7355,0.8146,0.6305,0.7843
SA,1435,Mount Gambier,2,3.0,3,0.5527,0.5548,0.5954,0.4961,0.7163,0.4017,0.5024,0.5843,0.5988,0.5124,0.4477
SA,1436,Mount Remarkable,2,3.0,3,0.3856,0.4815,0.4671,0.6456,0.4491,0.1698,0.4991,0.0969,0.5535,0.432,0.8348
SA,1437,Murray Bridge,3,2.0,2,0.6281,0.565,0.6411,0.7825,0.593,0.5778,0.4739,0.581,0.6185,0.5026,0.5621
SA,1438,Naracoorte Lucindale,2,3.0,3,0.4694,0.6028,0.5904,0.9544,0.4784,0.2074,0.4973,0.1815,0.6822,0.4789,0.8281
SA,1439,Northern Areas,1,3.0,3,0.6032,0.4849,0.5708,0.7487,0.4967,0.3432,0.4993,0.5728,0.5486,0.4463,0.8726
SA,1440,Norwood Payneham and St Peters,3,1.0,1,0.6974,0.7025,0.7767,0.4752,0.7923,0.3174,0.6052,0.716,0.818,0.4559,0.7679
SA,1441,Onkaparinga,18,1.0,1,0.7478,0.645,0.765,0.741,0.7923,0.4956,0.5043,0.6756,0.6693,0.5828,0.6365
SA,1442,Orroroo Carrieton,2,3.0,3,0.3912,0.4816,0.4698,0.6483,0.4503,0.1743,0.4991,0.1092,0.5533,0.4323,0.8358
SA,1443,Peterborough,1,3.0,3,0.3844,0.4815,0.4666,0.6451,0.4488,0.1689,0.4991,0.0944,0.5535,0.4319,0.8346
SA,1444,Playford,8,1.0,1,0.5663,0.5494,0.6005,0.6273,0.716,0.5162,0.5124,0.6544,0.6132,0.4764,0.2937
SA,1445,Port Adelaide Enfield,11,1.0,1,0.5619,0.4958,0.5584,0.4156,0.7222,0.3396,0.5254,0.6671,0.6799,0.2585,0.4718
SA,1446,Port Augusta,2,3.0,3,0.4008,0.5413,0.5164,0.6548,0.6589,0.2511,0.466,0.1942,0.583,0.5082,0.4681
SA,1447,Port Lincoln,1,4.0,4,0.5922,0.5433,0.6069,0.6019,0.7129,0.4384,0.5605,0.5494,0.5712,0.5311,0.4947
SA,1448,Port Pirie,3,2.942,3,0.5428,0.4749,0.5336,0.6845,0.6257,0.3109,0.495,0.5417,0.539,0.4395,0.5868
SA,1449,Prospect,2,1.0,1,0.6994,0.6078,0.7102,0.5471,0.7713,0.2637,0.5953,0.7787,0.6685,0.5106,0.6789
SA,1450,Renmark Paringa,2,3.0,3,0.5042,0.5495,0.5684,0.7131,0.6204,0.5231,0.4913,0.1313,0.6047,0.4926,0.5901
SA,1451,Robe,1,3.0,3,0.5992,0.5987,0.6501,0.7423,0.5779,0.4376,0.4999,0.4467,0.656,0.5125,0.8382
SA,1452,Roxby Downs,1,4.0,4,0.6324,0.4478,0.5595,0.6359,0.4099,0.785,0.4721,0.7267,0.5434,0.3776,0.5212
SA,1453,Salisbury,12,1.0,1,0.5426,0.5604,0.5951,0.3487,0.7058,0.4872,0.5083,0.6499,0.726,0.3169,0.4247
SA,1454,Southern Mallee,2,2.989,3,0.4563,0.568,0.5596,0.742,0.49,0.2449,0.4914,0.1044,0.6534,0.4537,0.9153
SA,1455,Streaky Bay,2,4.995,5,0.4379,0.5706,0.5533,0.8185,0.4886,0.3985,0.5379,0.1027,0.658,0.4519,0.5297
SA,1456,Tatiara,1,3.0,3,0.4659,0.5845,0.5757,0.6486,0.5309,0.3805,0.4999,0.1263,0.6537,0.4873,0.7693
SA,1457,Tea Tree Gully,10,1.0,1,0.764,0.5092,0.6784,0.6284,0.8126,0.4907,0.5216,0.6985,0.5169,0.542,0.7229
SA,1459,Tumby Bay,2,3.954,4,0.5267,0.5931,0.6102,0.813,0.5417,0.3314,0.5551,0.1118,0.6345,0.5347,0.9126
SA,1470,Unincorporated SA,14,4.1,5,0.4035,0.4184,0.4324,0.8909,0.6042,0.3689,0.325,0.0956,0.5124,0.3578,0.4311
SA,1460,Unley,2,1.0,1,0.699,0.7383,0.803,0.5199,0.8099,0.2343,0.6068,0.759,0.7837,0.5876,0.7541
SA,1461,Victor Harbor,3,1.366,2,0.5378,0.5643,0.5953,0.5984,0.6531,0.516,0.4902,0.1551,0.6046,0.5224,0.7822
SA,1462,Wakefield,1,2.0,2,0.4755,0.5871,0.5819,0.5831,0.5039,0.376,0.426,0.3405,0.697,0.4229,0.8198
SA,1463,Walkerville,1,1.0,1,0.6915,0.6267,0.7191,0.5251,0.7669,0.319,0.5961,0.7322,0.6518,0.5758,0.6626
SA,1464,Wattle Range,4,3.0,3,0.5107,0.5881,0.599,0.7872,0.5698,0.3903,0.5003,0.1453,0.6563,0.4903,0.79
SA,1465,West Torrens,6,1.0,1,0.6428,0.6257,0.6922,0.4745,0.7667,0.2821,0.5665,0.7057,0.7695,0.3806,0.686
SA,1466,Whyalla,2,3.0,3,0.51,0.5888,0.5992,0.8542,0.4702,0.2628,0.5559,0.1194,0.6254,0.5399,0.9678
SA,1467,Wudinna,2,3.94,4,0.5253,0.5686,0.592,0.8708,0.5069,0.2976,0.549,0.1071,0.6307,0.4908,0.9556
SA,1468,Yankalilla,2,1.02,2,0.5452,0.5766,0.6075,0.6834,0.6342,0.5243,0.4882,0.1321,0.625,0.5162,0.7686
SA,1469,Yorke Peninsula,2,3.384,4,0.4692,0.4416,0.4752,0.6966,0.4728,0.4395,0.422,0.1158,0.5034,0.425,0.8337
TAS,1614,Break O'Day,4,2.989,3,0.5143,0.491,0.5315,0.5772,0.6564,0.4892,0.576,0.0025,0.619,0.3491,0.6831
TAS,1615,Brighton,4,2.0,2,0.4505,0.4472,0.4737,0.4541,0.6344,0.4046,0.4672,0.4027,0.4416,0.5255,0.518
TAS,1616,Burnie,6,3.0,3,0.4541,0.5596,0.5527,0.8372,0.7002,0.1837,0.6157,0.0201,0.5823,0.5469,0.6172
TAS,1617,Central Coast (Tas.),6,3.0,3,0.472,0.5579,0.5599,0.8303,0.7077,0.2148,0.6149,0.0362,0.5795,0.5479,0.6282
TAS,1618,Central Highlands (Tas.),2,2.99,3,0.3204,0.5344,0.4784,0.7482,0.5488,0.3519,0.1499,0.0026,0.6267,0.4271,0.5952
TAS,1619,Circular Head,3,3.0,3,0.3621,0.5914,0.536,0.7424,0.5037,0.1853,0.503,0.0115,0.6771,0.4638,0.5994
TAS,1620,Clarence,11,2.0,2,0.6413,0.5763,0.6604,0.6977,0.7602,0.4503,0.7294,0.2961,0.5883,0.5694,0.6851
TAS,1621,Derwent Valley,7,2.089,3,0.3687,0.5083,0.4797,0.7831,0.708,0.3086,0.2055,0.0318,0.584,0.44,0.5776
TAS,1622,Devonport,6,3.0,3,0.5916,0.4801,0.5626,0.6403,0.7813,0.4656,0.6321,0.2291,0.5256,0.4699,0.6258
TAS,1623,Dorset,4,2.98,3,0.4399,0.4827,0.4915,0.6234,0.5361,0.3411,0.5686,0.0032,0.6182,0.3332,0.6919
TAS,1624,Flinders (Tas.),1,5.0,5,0.5811,0.546,0.6032,0.8578,0.4854,0.5804,0.7395,0.0,0.6528,0.4095,0.7291
TAS,1625,George Town,1,3.0,3,0.426,0.4575,0.4673,0.4706,0.6427,0.307,0.5784,0.0035,0.6053,0.3009,0.6922
TAS,1626,Glamorgan-Spring Bay,3,2.981,3,0.2904,0.5494,0.4775,0.6308,0.5932,0.1542,0.2183,0.0014,0.6337,0.4471,0.6665
TAS,1627,Glenorchy,10,2.0,2,0.5181,0.4606,0.5123,0.3998,0.6781,0.355,0.7353,0.4004,0.5923,0.3267,0.6457
TAS,1628,Hobart,8,2.0,2,0.6108,0.7084,0.7347,0.5202,0.6832,0.3073,0.9763,0.4192,0.7548,0.5744,0.7934
TAS,1629,Huon Valley,6,2.858,3,0.3931,0.4733,0.4651,0.6759,0.6685,0.3318,0.2588,0.0079,0.5324,0.4466,0.6816
TAS,1630,Kentish,3,3.0,3,0.4941,0.4925,0.523,0.6995,0.6834,0.3376,0.609,0.0057,0.5719,0.4262,0.6589
TAS,1631,King Island,1,5.0,5,0.4078,0.5959,0.5582,0.8275,0.4383,0.186,0.5964,0.0049,0.6678,0.488,0.7086
TAS,1632,Kingborough,7,2.0,2,0.5168,0.6526,0.6508,0.7631,0.8452,0.2888,0.4065,0.153,0.6265,0.666,0.7188
TAS,1633,Latrobe (Tas.),5,3.0,3,0.5404,0.5211,0.5658,0.6086,0.7064,0.481,0.6376,0.0203,0.5764,0.4773,0.66
TAS,1634,Launceston,17,2.071,3,0.5556,0.6348,0.6543,0.7999,0.7693,0.424,0.6136,0.0446,0.6829,0.5418,0.5939
TAS,1635,Meander Valley,6,2.756,3,0.3939,0.5774,0.5399,0.6182,0.5933,0.1847,0.5002,0.0998,0.6514,0.4762,0.6764
TAS,1636,Northern Midlands,5,2.898,3,0.4411,0.5329,0.5284,0.6651,0.5448,0.303,0.5798,0.0327,0.6475,0.3909,0.6788
TAS,1637,Sorell,3,2.0,2,0.5498,0.5489,0.5898,0.6506,0.7296,0.5429,0.5276,0.0112,0.6314,0.4492,0.6445
TAS,1638,Southern Midlands,3,2.021,3,0.3029,0.5231,0.4635,0.7039,0.6291,0.172,0.1602,0.0063,0.6067,0.4354,0.6891
TAS,1639,Tasman,1,3.0,3,0.3019,0.5627,0.4914,0.6395,0.5982,0.155,0.2314,0.0026,0.652,0.4452,0.6882
TAS,1640,Waratah-Wynyard,5,3.0,3,0.4397,0.5893,0.5675,0.7544,0.7238,0.2343,0.4989,0.01,0.6273,0.5384,0.6013
TAS,1641,West Coast,1,3.0,3,0.3297,0.495,0.4539,0.4804,0.5192,0.1826,0.5008,0.002,0.6136,0.3662,0.6594
TAS,1642,West Tamar,9,2.378,3,0.5055,0.5433,0.565,0.6575,0.7659,0.2458,0.5525,0.2596,0.5714,0.5299,0.664
VIC,1238,Alpine,3,2.0,2,0.5419,0.653,0.6603,0.7709,0.6685,0.2741,0.5923,0.181,0.663,0.611,0.8624
VIC,1239,Ararat,4,2.0,2,0.5426,0.6242,0.6401,0.903,0.5419,0.1446,0.5629,0.6168,0.6447,0.5818,0.6684
VIC,1240,Ballarat,13,2.0,2,0.6629,0.6333,0.7096,0.6535,0.6834,0.308,0.5757,0.6779,0.6677,0.5631,0.7929
VIC,1241,Banyule,9,1.0,1,0.7141,0.6372,0.7399,0.6075,0.7923,0.2439,0.5813,0.77,0.6732,0.5602,0.7406
VIC,1242,Bass Coast,3,2.0,2,0.6879,0.5844,0.6871,0.6068,0.7057,0.4357,0.5739,0.6447,0.6196,0.5403,0.6812
VIC,1243,Baw Baw,8,2.0,2,0.5431,0.6571,0.6668,0.7871,0.7274,0.2336,0.5717,0.329,0.6323,0.6667,0.6604
VIC,1244,Bayside (Vic.),6,1.0,1,0.6791,0.7489,0.7997,0.6295,0.7928,0.2385,0.4339,0.7825,0.7065,0.7334,0.7607
VIC,1245,Benalla,3,2.0,2,0.4682,0.6339,0.6123,0.8846,0.616,0.1537,0.5677,0.2067,0.6347,0.6167,0.7114
VIC,1246,Boroondara,14,1.0,1,0.6786,0.7599,0.8076,0.5441,0.7729,0.1691,0.5646,0.8241,0.7643,0.662,0.7593
VIC,1247,Brimbank,15,1.0,1,0.5276,0.5219,0.5647,0.4048,0.7989,0.405,0.4909,0.6556,0.6922,0.2915,0.3713
VIC,1248,Buloke,1,3.0,3,0.4488,0.6334,0.6029,0.6864,0.5258,0.1506,0.5573,0.2054,0.6774,0.5489,0.9205
VIC,1249,Campaspe,5,2.0,2,0.5495,0.5933,0.6217,0.7223,0.5709,0.1909,0.553,0.6215,0.6176,0.5612,0.7067
VIC,1250,Cardinia,9,1.0,1,0.7655,0.6212,0.7582,0.7208,0.7234,0.4575,0.5068,0.773,0.6689,0.5373,0.6747
VIC,1251,Casey,25,1.0,1,0.6899,0.5304,0.6539,0.5584,0.6898,0.6217,0.4688,0.7825,0.6246,0.4195,0.4922
VIC,1252,Central Goldfields,3,2.0,2,0.5354,0.5412,0.5776,0.6033,0.6469,0.2165,0.4876,0.5845,0.6094,0.468,0.7025
VIC,1253,Colac Otway,3,2.0,2,0.578,0.5826,0.6278,0.8419,0.5803,0.3531,0.5575,0.4298,0.6032,0.5615,0.6989
VIC,1254,Corangamite,4,2.0,2,0.5412,0.5781,0.6065,0.7365,0.5263,0.1402,0.5611,0.5936,0.5988,0.5597,0.8482
VIC,1255,Darebin,11,1.0,1,0.6,0.5595,0.6228,0.4445,0.7286,0.1833,0.5418,0.767,0.6895,0.3761,0.7085
VIC,1256,East Gippsland,6,2.997,3,0.4471,0.5904,0.5718,0.6765,0.614,0.273,0.5815,0.1447,0.6271,0.5405,0.6171
VIC,1257,Frankston,7,1.0,1,0.7415,0.5609,0.7026,0.5888,0.7532,0.5673,0.5652,0.7337,0.6422,0.4552,0.5873
VIC,1258,Gannawarra,4,3.0,3,0.4733,0.6172,0.6025,0.7121,0.5197,0.1666,0.5514,0.4145,0.6678,0.5314,0.7637
VIC,1259,Glen Eira,9,1.0,1,0.6164,0.6203,0.6744,0.5302,0.739,0.1558,0.4294,0.8169,0.6812,0.5157,0.7953
VIC,1260,Glenelg,4,2.979,3,0.4577,0.6085,0.5892,0.7453,0.5923,0.1775,0.5848,0.1361,0.6246,0.5813,0.7944
VIC,1261,Golden Plains,4,2.0,2,0.8588,0.6455,0.8319,0.8227,0.757,0.5689,0.4757,0.7611,0.6012,0.6899,0.8229
VIC,1262,Greater Bendigo,12,2.0,2,0.7153,0.649,0.751,0.7573,0.742,0.4473,0.5104,0.6764,0.6171,0.673,0.6683
VIC,1263,Greater Dandenong,10,1.0,1,0.3996,0.5855,0.5481,0.2889,0.6695,0.3118,0.5323,0.6466,0.8034,0.2374,0.2359
VIC,1264,Greater Geelong,18,1.207,2,0.7715,0.7571,0.8602,0.6053,0.7529,0.5204,0.5718,0.7099,0.773,0.6405,0.7317
VIC,1265,Greater Shepparton,8,2.0,2,0.682,0.6726,0.7476,0.7335,0.6793,0.4439,0.5661,0.6422,0.6877,0.6109,0.6364
VIC,1266,Hepburn,4,2.0,2,0.6682,0.6252,0.7055,0.7109,0.7256,0.2046,0.573,0.6597,0.6571,0.5644,0.9057
VIC,1267,Hindmarsh,1,3.0,3,0.4056,0.6238,0.5772,0.5814,0.4995,0.1468,0.5724,0.1119,0.6349,0.5962,0.8926
VIC,1268,Hobsons Bay,7,1.0,1,0.6624,0.5826,0.6723,0.516,0.8387,0.2866,0.4822,0.7225,0.6863,0.4287,0.6873
VIC,1269,Horsham,2,3.0,3,0.6331,0.6661,0.7158,0.9256,0.5866,0.2727,0.5671,0.6279,0.6457,0.6641,0.7037
VIC,1270,Hume,18,1.0,1,0.6239,0.5892,0.6596,0.5298,0.7307,0.6253,0.4466,0.7023,0.6979,0.4215,0.3944
VIC,1271,Indigo,4,2.0,2,0.6683,0.6621,0.7318,0.8018,0.698,0.2064,0.5749,0.6273,0.6545,0.6418,0.9293
VIC,1272,Kingston (Vic.),12,1.0,1,0.5857,0.6497,0.6814,0.5581,0.8387,0.3064,0.4559,0.5593,0.7431,0.4733,0.6806
VIC,1273,Knox,12,1.0,1,0.7274,0.6383,0.7497,0.5843,0.8365,0.3706,0.5469,0.7416,0.698,0.5245,0.6521
VIC,1274,Latrobe (Vic.),9,2.0,2,0.5286,0.6334,0.6403,0.631,0.7243,0.252,0.5734,0.509,0.6576,0.579,0.5178
VIC,1275,Loddon,5,2.0,2,0.4822,0.6022,0.5963,0.6799,0.5228,0.1663,0.3892,0.5869,0.5951,0.6137,0.7644
